"name","roaster","roaster_country","roast","rating","review"
"Mexico Maya Vinic","Amavida Coffee Roasters","United States","Medium-Light",93,"Crisply sweet, balanced, spice-toned. Baking chocolate, almond butter, date, clove, magnolia in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Chocolaty nut tones in the finish supported by magnolia-like flowers. A satisfyingly familiar Mexico cup: crisp, chocolaty, balanced, harmonious."
"Chiapas Chimhucum Semi-Washed","Badbeard’s Microroastery","United States","Medium-Light",93,"Delicately sweet, subtly complex. Dried apricot, cocoa nib, freesia-like flowers, cedar, tangerine zest in aroma and cup. Richly bittersweet structure with balanced acidity; full, syrupy-smooth mouthfeel. Cocoa-toned finish with dried apricot and tangerine notes. A quietly nuanced, honey-processed Mexico cup with dried stone fruit, cocoa and citrus."
"Mexico Chiapas Las Margaritas Pache Natural","Fumi Coffee Company","Taiwan","Light",93,"Richly fruit-driven, sweetly herbaceous. Lychee, passionfruit, baking chocolate, lemon verbena, agave syrup in aroma and cup. Brightly sweet-tart structure with high-toned acidity; smooth, velvety mouthfeel. The finish consolidates to notes of lemon verbena and agave syrup.  A paradoxically lush and crisp natural-processed Mexico with top notes of tropical fruit and undertones of sweet herb."
"Capitan Maragogype","Speckled Ax","United States","Medium-Light",93,"Richly chocolaty, deep-toned. Dark chocolate, hop flowers, black cherry, cinammon, fresh-cut cedar in aroma and cup. Bittersweet structure with gentle, round acidity; plush, creamy mouthfeel. Chocolaty finish with supporting notes of hop flowers and cinnamon. A compelling umami-leaning Maragogype cup with savory floral and complex fruit and spice notes."
"Kenya Gichithaini AA","Vivid Coffee","United States","Medium-Light",92,"Deeply sweet-savory. Black tea, dark chocolate, golden raisin, sandalwood, tiger lily in aroma and cup. Roundly sweet with crisp acidity; silky, buoyant mouthfeel. Sandalwood and black tea lead in the finish. A pleasing cup for those who prefer a deeper, savory-leaning Kenya profile to the brighter style. Particularly lively, lilting mouthfeel."
"Colombia Cerro Azul Enano","Equator Coffees","United States","Medium-Light",94,"Elegantly fruit- and cocoa-toned. Strawberry guava, cocoa nib, cane sugar, tea rose, cedar in aroma and cup. Delicately sweet structure with gently bright acidity; crisp, syrupy mouthfeel. A resonant finish centers around notes of cocoa nib and tea rose.  This rare Enano (dwarf Geisha) excites with high-toned fruit, crisp cocoa, and rich floral notes throughout."
"Peru Incahuasi","Press Coffee","United States","Medium-Light",94,"Gently fruit-toned, integrated and balanced. Pineapple, almond nougat, redwood, narcissus, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity; vibrant, syrupy mouthfeel. The finish centers around notes of pineapple and almond. Laden with tropical fruit notes, this unusually composed natural-processed Peru excites with its vibrantly sweet-tart structure and deep floral and herb tones."
"Colombia Aponte’s Guardians","Press Coffee","United States","Medium-Light",93,"Richly sweet, spice-toned. Lemon verbena, peach, cocoa nib, magnolia, almond butter in aroma and cup. Balanced, bittersweet structure with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. The resonant, lingering finish centers around cocoa-toned peach and almond notes. A balanced, inviting washed Colombia cup saturated with notes of stone fruit and rich florals, animated by juicy-bright acidity."
"Nicaragua Flor de Dalia Natural","Equator Coffees","United States","Medium-Light",92,"Gently fruit-forward, sweetly nut-toned. Rice candy, Nutella, fresh-cut fir, freesia-like flowers, lemon balm in aroma and cup. Richly sweet structure with brisk acidity; plush, creamy mouthfeel. Long, sweet, nutty finish consolidates to notes of hazelnut and fir. A refreshing, very sweet natural-processed Nicaragua cup with pretty citrus and spicy floral notes."
"Ethiopia Bench Maji Geisha G1 Natural","Taster's Coffee","Taiwan","Light",93,"Gently sweet-tart, floral-toned. Pomegranate, lilac, pistachio, orange zest, fresh-cut oak in aroma and cup. Crisply sweet-tart structure with delicately bright acidity; silky-smooth mouthfeel. The tart-leaning finish leads with notes of pomegranate and orange zest, supported by oak and pistachio. A quietly confident natural-processed Ethiopia Geisha cup — invigoratingly tart, balanced by sweet nut and aromatic wood notes."
"Reina de la Asuncion Ecuador","JBC Coffee Roasters","United States","Medium-Light",94,"Very sweet, floral-toned. Lilac, white nectarine, hazelnut, pink grapefruit zest, sandalwood in aroma and cup. Sweet-toned structure with balanced, bright acidity; very full, chewy mouthfeel. Floral-toned finish with supporting notes of pink grapefruit zest and sandalwood. A flavor-saturated, pungently bright washed Ecuador cup with elegant floral top notes on a base of citrus, stone fruit and perfumy aromatic wood."
"Ethiopia Guji Uraga More Floral Kudume Washed","GK Coffee","Taiwan","Light",95,"Resonantly juicy, richly sweet-tart. Black currant, lavender, dark chocolate, Meyer lemon zest, fine musk in aroma and cup. Sweet-tart structure with vibrant, lively acidity; plush, syrupy mouthfeel. The finish is long, deep, rich, and crisply sweet.  Pitch-perfect aromatics carry into a bright, perfumed, fruit-toned cup with an especially appealing mouthfeel, viscous and syrupy."
"Ethiopia Guji Uraga More Floral Kudume Natural","GK Coffee","Taiwan","Medium-Light",94,"Richly bittersweet, complex, fruit-driven. Chocolate fudge, dried apricot, candied mandarin zest, pistachio brittle, narcissus in aroma and cup. Invitingly bittersweet structure with high-toned, lively acidity; crisp, satiny mouthfeel. The finish centers around notes of chocolate fudge and dried apricot, with undertones of bittersweet mandarin zest into the long.  A fruit- and floral-toned natural-processed Ethiopia cup: deeply chocolaty, with lift from dried stone fruit and spice-toned florals."
"Kenya Nyeri Hill","Roadmap CoffeeWorks","United States","Medium-Light",94,"Savory-sweet, richly aromatic. Red currant, candycap mushroom, tangerine zest, dark chocolate, cedar in aroma and cup. Savory-sweet structure with high-toned, juicy acidity; full, creamy mouthfeel. Chocolaty finish with notes of red currant and tangerine zest in the short, candycap mushroom in the long. A richly sweet, savory-leaning Kenya coffee with the distinct currant notes characteristic of the origin, along with bittersweet citrus zest and umami impulses."
"Kenya AA TOP Nairobi Rose","David's Nose","Taiwan","Medium-Light",94,"Juicy, bright, classic. Sweetly savory, deep-toned. Black currant, amber, brown sugar, magnolia, cedar in aroma and cup. Balanced, sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish consolidates to cocoa-toned florals and fruit. A classic Kenya cup: balanced, lively, juicy, fusing sweet with richly savory impulses."
"Worry Free Espresso","David's Nose","Taiwan","Medium-Light",92,"Evaluated as espresso. Very fruity and chocolaty. Blueberry, baking chocolate, cashew, thyme, oak in aroma and small cup. Creamy, viscous mouthfeel; crisply chocolaty finish with continuing suggestions of blueberry and oak. In three parts milk, fruit recedes and chocolate intensifies, supported by fresh-cut oak. A fruit bomb of an espresso blend in the straight shot; more reserved in cappucino format with leading notes of baking chocolate and oak."
"Purple Tipsy Night","David's Nose","Taiwan","Light",92,"Tart-leaning, fruity-sweet. Raspberry, cocoa powder, nasturtium, fir, lemon drop in aroma and cup. Bittersweet structure with tart acidity; full, syrupy mouthfeel. Gently drying, wood-framed finish with raspberry undertones. A richly fruit-toned blend animated by crisp cocoa and aromatic wood notes throughout."
"Kahiko","Hula Daddy Kona Coffee","Hawai'i","Medium-Light",96,"Richly chocolaty, harmoniously juicy and bright. Dark chocolate fudge, pomelo, star jasmine, cedar, marjoram in aroma and cup. Sweet-savory structure with complex, bittersweet acidity; full, creamy mouthfeel. Resonant, long, flavor-laden finish. An exceptional Kona Typica cup deftly roasted to bring out rich dark chocolate and high-toned citrus notes in satisfying balance, with a throughline of tropical floral notes."
"Kenya Ndumberi Peaberry","Mostra Coffee","United States","Medium-Light",94,"Balanced, richly sweet, spice-toned. Apricot, cocoa nib, lilac, coriander, amber in aroma and cup. Deep, sweet-savory structure with bright acidity; syrupy-smooth mouthfeel. The finish is both crisp and juicy, leading with notes of apricot and coriander in the short and rich, cocoa-toned florals in the long. A classic sweet-savory Kenya cup: balanced, deep, rich, and intriguingly spice-toned."
"Taiwan Alishan Espresso Pacamara Natural","Simon Hsieh Aroma Roast Coffees","Taiwan","Medium",94,"Evaluated as espresso. Crisply chocolaty, delicately fruit-forward. Goji berry, lemon balm, baking chocolate, cedar, magnolia in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty finish supported by notes of lemon balm and cedar. In three parts milk, sweet herb tones are usurped by rich chocolate and goji berry. An integrated, restrained natural-processed Taiwan cup roasted for espresso, with leading notes of delicate red fruit and crisp chocolate throughout. "
"Ethiopia Gera Reserve Anaerobic Natural","Branch Street Coffee Roasters","United States","Light",94,"Sweetly tart, floral-toned. Tea rose, raspberry coulis, cocoa nib, watermelon rind, almond brittle in aroma and cup. High-toned structure with winey acidity; crisply satiny mouthfeel. Exceptionally long, harmonious finish that exhilaratingly extends the promise of the cup. A berry-driven anaerobic natural Ethiopia cup with an especially long, lingering finish — juicy, bright, balanced, floral."
"Kenya Ngaita Peaberry","Mostra Coffee","United States","Medium-Light",94,"Bright, richly sweet, complex. Red currant, jasmine, dark chocolate, tangerine zest, maple syrup in aroma and cup. Sweetly savory structure, with juicy-bright acidity. Crisply silky mouthfeel. The balanced, integrated finish is centered around notes of red currant and dark chocolate, with hints of tangerine zest into the long. A vibrant fruit- and chocolate-driven Kenya with elegant floral notes throughout; especially long, lingering finish."
"Ka‘ū Champagne Natural Half-Caf","Paradise Roasters","United States","Light",93,"Delicately sweet-tarty, fruity and lively. Baking chocolate, pomegranate, lime zest, cashew butter, oak in aroma and cup. Sweet-tart structure with gently bright, winey acidity; crisp, silky mouthfeel. Baking chocolate and lime zest are central in the finish. A partially decaffeinated coffee of exemplary quality and distinction."
"Ethiopia Natural Guji Uraga Tome 74110 Lot K06","Kakalove Cafe","Taiwan","Light",95,"Richly sweet-tart, fruity and juicy. Dried pineapple, dark chocolate, frankincense, wisteria, pistachio in aroma and cup. Richly sweet-savory structure with high-toned acidity; syrupy, viscous mouthfeel. The fruit-driven finish is complicated by notes of wisteria and dark chocolate.  As elegant a fruit bomb as they come, tropical leaning with deep chocolate underpinnings and rich resinous aromatics."
"Honduras Washed Amucap Espresso","Kakalove Cafe","Taiwan","Medium-Light",93,"Evaluated as espresso. Dark chocolate, cashew butter, pink grapefruit zest, black cherry, cedar in aroma and small cup. Crisp, velvety mouthfeel; sweetly chocolaty and nut-toned finish. In three parts milk, chocolate and nut impulses harmonize. Chocolaty and nut-driven, both in the straight shot and in milk. Resonantly sweet, satisfyingly deep."
"Ethiopia Biloya Washed G1","Golin Coffee Roasters","Taiwan","Light",92,"Crisply sweet-savory, spice-toned. Baking chocolate, black cherry, freesia, lemongrass, fresh-cut fir in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of crisp chocolate and lemongrass. A sweet-savory washed Ethiopia cup, cocoa-driven with undertones of sweet herb and spicy floral notes."
"Ethiopia Birbisakela Washed G1","Golin Coffee Roasters","Taiwan","Light",92,"Delicately floral-toned. Wisteria, pear, maple syrup, almond, lime zest in aroma and cup. Crisply sweet with vibrant acidity; lightly satiny mouthfeel. Almond and pear notes lead the gentle, pleasing finish. A friendly, balanced Ethiopia cup: crisp, floral, delicately and brightly sweet."
"Ethiopia Sidamo Bensa Washed G1","Golin Coffee Roasters","Taiwan","Light",93,"Richly fruit-driven, invitingly aromatic. Lychee, violet, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of lychee and thyme with cocoa undertones. A multi-layered, quietly complex Guji cup with deep fruit and rich-toned  floral notes."
